id,standard_name,clause_number,content,review_type,risk_level
bf5311e4-b988-4d8c-b02b-421cbd97f572,历史专家建议,5,复核占用河湖空间情况；,计算结果准确性,中风险
17203925-1bac-4021-b807-732f56fcd4b9,历史专家建议,7,复核高程系统转换系数；,计算正确性,中风险
ae676538-ba65-41f0-a99f-9ad8dec6f36b,历史专家建议,8,项目为已完工项目，明确电力保护范围线内后期是否涉及水利建设内容。,内容完整性,中风险
49bb4b8d-918f-4a65-babb-bacbe71cf068,历史专家建议,9,完善工作井坐标标注。,内容完整性,中风险
66055c8f-77dc-4caa-acb1-86c386b60a0a,河道管理范围内建设项目防洪评价报告编制导则,1.0.3,防洪评价报告主要包括：概述、基本情况、河道演变、防洪评价分析与计算、防洪综合评价、消除和减轻影响措施、结论与建议等。,内容完整性,中风险
82045edc-88f1-4c9c-8441-e11730b55fa3,河道管理范围内建设项目防洪评价报告编制导则,1.0.4,防洪评价报告所采用的各项基础资料和数据应具有可靠性、合理性和一致性。,前后逻辑一致性,中风险
a8d1c701-71b4-4b2d-aa2e-445ff47f95b8,河道管理范围内建设项目防洪评价报告编制导则,1.0.5,位于重要河段或河势变化剧烈河段的建设项目，应进行数值模拟计算或河工模型试验分析。,措施遵从性,中风险
633ef13c-14fa-40c6-9406-aa56eefca93d,河道管理范围内建设项目防洪评价报告编制导则,2.0.1,建设项目背景应主要包括下列内容：1 建设项目的名称、地理位置等。2 建设项目的必要性和选址的合理性，项目前期工作等。3 建设项目及涉河工程建设方案总体布局、规模，占用河湖空间情况等。,内容完整性,中风险
e51bdbd5-7c69-4dfb-8b02-2cf7ceedbdd9,河道管理范围内建设项目防洪评价报告编制导则,2.0.2,评价依据应主要包括下列内容：1 国家有关法律、行政法规、地方性法规、规章。2 有关技术规范规程和技术标准。3 有关经批准的规划文件，包括建设项目所在流域的综合规划、防洪规划、岸线保护与利用规划、治导线规划、河道(口)整治等水利及相关专业规划。4 建设项目前期工作的有关文件等。,内容完整性,中风险
d21b1786-32fa-4327-ae3b-7328a1f4178c,河道管理范围内建设项目防洪评价报告编制导则,3.0.2,河道基本情况应主要包括下列内容：1 流域概况：自然地理、水文气象、社会经济情况等。2 所在河道基本情况：流域面积、河道长度、主要支流、水利工程布局，河道现状及规划治理标准、河口治理；历史洪(潮)水、冰凌情况等。3 所在河段基本情况：河道断面形态(包括堤防、滩地、主槽等)、险工、工程位置以上流域面积、河道地质、河势形态情况等；现状和规划防洪标准、防洪调度及相应水(潮)位、流量，历史最高(低)水位情况等。,内容完整性,中风险
8d3dd2fa-6f1f-4505-9c44-6330fbf04c4a,河道管理范围内建设项目防洪评价报告编制导则,3.0.3,水利工程及其他设施基本情况应主要包括下列内容：1 水利工程：影响分析范围内河道堤防现状及规划工程、护坡护岸工程、控导工程、拦河闸坝、泵站工程、取(排)水设施、水文监测设施等位置(桩号)、规模、防洪标准及相应的水位、流量等指标；拦河闸坝工程调度控制运行方案等。2 其他设施：影响分析范围内跨河、穿河、穿堤、临河的桥梁、渡槽、码头、道路、渡口、管道、缆线、隧道、航道整治、生态修复、景观等工程设施的位置(桩号)、规模、防洪标准及相应的水位、流量等指标。,内容完整性,中风险
374b1e39-47be-4458-bd97-733c78e4fb26,河道管理范围内建设项目防洪评价报告编制导则,3.0.4,水利规划及实施安排应主要包括下列内容：1 简述影响分析范围内有关的流域综合规划、防洪规划、岸线保护和利用规划、河道(口)整治规划等水利规划的总体布局、规划内容和实施安排；说明建设项目与上述规划的关系。2 简述建设项目所在河段具体规划内容及实施安排。3 简述建设项目实施及运行对上述规划可能产生影响情况。,内容完整性,中风险
f60a4485-ff45-4552-8ef8-ec48bdf33314,历史专家建议,3,复核电力管线穿河处的防洪标准、防洪水位及两岸的堤防等级。,前后逻辑一致性,中风险
0f4a35b1-b36a-48ef-bc2d-b336b72f3372,历史专家建议,10,增加从最靠近河道结构处起标到堤防内坡脚（东岸可以采用堤防虚拟断面内坡脚）尺寸。,计算正确性,低风险
c2cab188-7c3e-4c9a-a01c-a74421b0004e,历史专家建议,4,补充河流新建堤防对点力管线的影响评价（从电力管线保护条例和定向钻施工误差的角度来分析）。,措施遵从性,低风险
2ef2363c-c910-4881-96ce-c95a87ec2a12,历史专家建议,2,补充项目涉及河流两侧区域的水情调度方案。,措施遵从性,低风险
fe125e5c-7ba3-4f40-8c9f-80bc9fd9e4aa,历史专家建议,6,完善编制依据；,内容完整性,低风险
373978a4-3c94-47bb-a04b-fcfc9d0c8fc1,河道管理范围内建设项目防洪评价报告编制导则,4.0.1,应分析建设项目所在河段的历史演变、近期演变情况及河道演变趋势。,内容完整性,中风险
c69c4c16-d19b-4d53-8696-90fb37ea3db2,河道管理范围内建设项目防洪评价报告编制导则,4.0.3,无水文泥沙资料河道上的建设项目，应在调查研究的基础上分析河道近期演变特点。,措施遵从性,中风险
b6b78bf2-22c0-4367-8fe5-1ca61fb39f1e,河道管理范围内建设项目防洪评价报告编制导则,4.0.5,位于重要河段或河势变化剧烈河段的建设项目，应采用数值模拟计算或河工模型试验方法预测河道演变趋势。,措施遵从性,中风险
c9ee7a7f-6022-4db1-afce-40b54374a200,河道管理范围内建设项目防洪评价报告编制导则,5.1.1,建设项目防洪评价分析计算工况应包括下列内容：1 建设项目所在河道现状及规划的防洪标准对应工况。2 建设项目设计防洪标准对应工况。3 建设项目施工期洪水标准对应工况。4 其他工况。,内容完整性,中风险
8aa53492-a22d-43cc-9e5a-29149fff2d22,河道管理范围内建设项目防洪评价报告编制导则,5.1.2,建设项目防洪评价分析计算应主要包括下列内容：1 水文分析计算。2 对可能影响洪水下泄的建设项目，应进行壅水、河道行洪能力及排涝影响分析计算。3 对河道冲淤变化可能产生影响的建设项目，应进行冲淤分析计算；对河势可能产生影响时，还应进行河势影响分析。4 对河道岸坡、堤坡可能产生影响的建设项目，应进行稳定分析计算。5 施工期壅水及河道行洪能力分析计算。,内容完整性,中风险
0b9011b2-ccce-4c7e-8379-ed86e95643f7,河道管理范围内建设项目防洪评价报告编制导则,5.1.3,位于重要河段或河势变化剧烈河段的建设项目，应进行数值模拟计算或河工模型试验。,措施遵从性,中风险
ee87cfb4-57b0-46b5-9269-d9b250e95834,河道管理范围内建设项目防洪评价报告编制导则,5.2.1,水文分析计算主要包括不同频率下相应防洪标准的水位、流量，多沙河流应包括泥沙相关计算成果。计算成果应进行合理性分析。,计算结果准确性,中风险
6b9c11f9-59b8-4213-990e-6aefe3148384,河道管理范围内建设项目防洪评价报告编制导则,5.3.1,壅水和行洪能力分析计算应主要包括：阻水比、壅水高度、壅水范围和工程建设前后河道行洪能力变化。,内容完整性,中风险
5ebb325b-c934-415a-9279-fb16099a96be,河道管理范围内建设项目防洪评价报告编制导则,5.4.2,采用数值模拟计算或河工模型试验方法时，应根据实测资料情况，进行模型的率定和验证。冲刷淤积分析成果应包括深(厚)度、时空分布特征、总量等内容。成果精度应符合有关标准要求。,计算结果准确性,中风险
a33cf694-5195-49a9-a4b8-66dd870b8ab6,河道管理范围内建设项目防洪评价报告编制导则,5.5.1,建设项目涉及下列情形，应进行堤防稳定计算：1 建筑物穿越堤身或堤基。2 支墩(柱)位于堤防管理范围内。3 建设项目利用堤顶作为交通通道的。4 其他可能影响堤防稳定的情形。,措施遵从性,中风险
d9153593-faa0-484b-a6cc-aba6f331c2e7,河道管理范围内建设项目防洪评价报告编制导则,5.5.3,建设项目可能影响岸坡稳定时，应进行岸坡稳定分析计算。,措施遵从性,中风险
fa79c46b-3ef3-4ac3-bd93-3d2372fb2c11,河道管理范围内建设项目防洪评价报告编制导则,5.6.1,对可能影响现有水利工程安全稳定的建设项目，还应进行工程施工期及运行期的结构安全、稳定安全复核等计算。,措施遵从性,中风险
8954c47d-6b94-411f-ad02-5651c1ff8731,河道管理范围内建设项目防洪评价报告编制导则,5.6.2,涉及河口及感潮河段，潮汐动力的改变可能对防洪、排涝及河道(口)稳定有影响的，应同时进行潮汐动力影响分析。,措施遵从性,中风险
7e024269-2c7e-485b-8ff1-6fe65a784851,河道管理范围内建设项目防洪评价报告编制导则,6.1.2,防洪综合评价应主要包括下列内容：1 建设项目与有关规划符合性评价。2 建设项目防洪标准和有关技术要求符合性评价。3 建设项目对河道行洪的影响评价。4 建设项目对河势稳定影响评价。5 建设项目对堤防安全、岸坡稳定及其他水利工程影响评价。6 建设项目对水利工程运行管理和防汛抢险的影响评价。7 建设项目施工期影响评价。8 建设项目对第三人合法水事权益的影响评价。,内容完整性,中风险
7702cbc4-fe45-46a4-85c1-f261aebda6b0,河道管理范围内建设项目防洪评价报告编制导则,6.4.2,建设项目占用湖泊、水库水域空间时，应定量分析对行洪、蓄洪能力的影响及占用容积、面积影响。,措施遵从性,中风险
86fed64a-144d-4f49-ac33-11a55cc7668a,河道管理范围内建设项目防洪评价报告编制导则,6.5.3,位于重要河段或河势变化剧烈河段的建设项目，应根据数值模拟计算或河工模型试验结果，结合河道演变分析进行定量评价，明确影响范围和位置。,措施遵从性,中风险
834b756a-c86d-483f-93ec-7b05115f573f,河道管理范围内建设项目防洪评价报告编制导则,6.8.5,建设项目确需跨汛期施工，应明确施工度汛方案，并评价对水利工程安全及运行管理的影响。,措施遵从性,中风险
12eb71e7-37f7-4a8e-b8e8-ceb52ebca053,河道管理范围内建设项目防洪评价报告编制导则,7.0.4,消除和减轻影响的措施应估算工程量和投资，与建设项目主体工程同步实施。,措施遵从性,中风险
31f1ea7b-4216-4599-b032-4528598ffbac,河道管理范围内建设项目防洪评价技术规程,4.1,"建设项目应收集水利等相关行业规划、设计,以及地形、地质、水文、泥沙等方面的基本资料。收集的水利规划、设计等基本资料,应为县级及以上主管部门认可的资料。收集的地形、地质、水文、泥沙等资料应为具备相应资质单位提供的资料。",内容完整性,中风险
1c486056-fffb-49d8-bd25-023c7dbc1231,河道管理范围内建设项目防洪评价技术规程,5.2,"建设项目选址应选择河道顺直稳定、河床地质条件良好的河段,宜避开急流、急弯、分流、汇流等河势不稳定河段。邻近堤防险工险段、现有和规划建设的水利工程设施、水文站点和常设水文观测断面、防汛设施等的建设项目选址,应满足相关规定。",措施遵从性,中风险
187180d2-7b5d-4d67-84df-da4a08a67cb3,河道管理范围内建设项目防洪评价技术规程,5.3,"建设项目不应危害堤防安全,妨碍行洪安全,阻碍防洪抢险,影响河势稳定,不应影响水利工程的正常使用和安全,不应影响第三人合法水事权益。",禁止条款,高风险
fb0a25f3-9416-4dbc-bd7a-4cc8ba417522,河道管理范围内建设项目防洪评价技术规程,5.4,"对河势稳定、行洪安全、邻近水利工程安全造成不利影响的建设项目,应在防洪评价报告中提出消除和减轻影响措施方案。对影响较大的建设项目、消除和减轻影响措施应进行专项设计。消除和减轻影响措施应与主体工程同步设计、同步施工、同步投入使用,所需投资应列入工程概算,涉及土地或生态红线等问题的,应与主体工程设计同步提出解决方案。",措施遵从性,中风险
0acbc2bf-201b-4d83-8d01-9ffc094a00a8,河道管理范围内建设项目防洪评价技术规程,5.5,"建设项目建设方案应明确施工度汛方案、导流措施、建设期防洪安全责任、河道恢复措施等事项。施工期间,施工围堰不应影响河道行洪、输水安全,不应破坏堤防岸坡稳定。建设项目汛期不宜水下施工,不应影响防汛通道畅通。",措施遵从性,中风险
c4760072-74c2-41fb-8dab-6e2d3ff7a27a,河道管理范围内建设项目防洪评价技术规程,5.6,"不应在河道内建设光伏电站、风力发电等项目;在湖泊周边、水库库汊建设光伏、风电项目的,应科学论证,严格管控,不应布设在具有防洪、供水功能和水生态、水环境保护需求的区域。不应在河道管理范围内进行宾馆、饭店、酒店、度假村、疗养院、高尔夫球场或房地产开发等经营性建设活动。不应在行洪河道内新建妨碍行洪建筑、阻水道路、广告牌、固定餐饮船、储物罐等项目,不宜设置塔(杆)型构筑物、通信基站。",禁止条款,高风险
8fea7422-587e-42e1-9230-866283f0a421,河道管理范围内建设项目防洪评价技术规程,5.7,"建设项目不宜采用改堤、退堤方式建设,确需改堤、退堤的,应进行充分论证,并履行水行政许可手续。",措施遵从性,低风险
f1063535-fc5c-4595-a29c-34996d0c874c,河道管理范围内建设项目防洪评价技术规程,5.8,"非水利工程设施不应设置在水库大坝管理和保护范围内、溢洪道及其他水工建筑物管理范围内;确需设置法律法规允许的非水利工程设施的,不应影响大坝安全和运行管理。跨、临、穿水库溢洪河道的建设项目,不应影响水库泄洪。",禁止条款,高风险
ad018a9b-73ec-4dba-a3f8-4d66920877d2,河道管理范围内建设项目防洪评价技术规程,5.9,"河道管理范围内的耕地生产活动不应妨碍河道行洪、输水等功能,不应擅自新建、改建、扩建生产围堤。",禁止条款,高风险
3b30fbb2-050e-472d-8ec4-6aba788e6845,河道管理范围内建设项目防洪评价技术规程,5.1,"临时工程占用河道管理范围的期限不应超过2年,占用期满后,建设单位应将河道恢复原貌;超过2年的,应办理延期手续,延长期限不应超过1年。",禁止条款,高风险
2b7f4bfe-b1fc-4485-907f-a782d70d7b83,河道管理范围内建设项目防洪评价技术规程,7.1.2,"与堤防交叉的各类建筑物应优先选用跨越的型式。确需穿河(堤)的建设项目,宜采用正交方式下穿河道;如确需斜交的,交角不宜小于60°,并应在河道管理范围内设置永久性警示标识。",措施遵从性,中风险
645c3c70-7fa0-4413-91a9-6d90af0031ba,河道管理范围内建设项目防洪评价技术规程,7.1.3,"位于堤防管理范围内的穿河(堤)建设项目,应结合施工方法,重点分析堤防的渗流稳定性和抗滑稳定性。堤防稳定计算应符合GB 50286的要求。",计算正确性,中风险
937331d4-39ff-4db4-b21c-843240116b6e,河道管理范围内建设项目防洪评价技术规程,7.2.1.1,"压力管道、热力管道和各类易燃、易爆管道宜跨堤布设。确需穿越堤防时,两侧出入土点附近应设置控制闸阀,并采取相应安全管理和防护措施。",措施遵从性,中风险
cf8f5312-006b-4922-aa5a-aeae64fa3df3,河道管理范围内建设项目防洪评价技术规程,7.2.1.2,"管线顶部与河底的最小垂直距离应大于规划河底的冲刷深度,并满足相关行业技术标准和管理规定;管线与其他涉河工程的最小安全距离应根据工程安全保护范围和穿河施工方式合理确定。",计算正确性,中风险
56ea5653-4a1e-4ef5-9cfa-c7330eac006e,河道管理范围内建设项目防洪评价技术规程,7.2.1.3,"穿河管线的阀井(室)、截流控制设施、临时性工作井等附属设施,不宜布置在河道管理范围内,且不应影响堤防安全。其中,顶管及定向钻的临时工作井距离背水侧堤脚的安全距离应满足以下要求:a) I、Ⅱ级堤防应大于或等于100m;b) Ⅲ级及以下等级堤防应大于或等于60m;c) 若条件限制无法满足要求,应进行充分论证;d) 采用分段穿越方案,出入土点距离迎水坡堤脚的安全距离应大于或等于60m。",措施遵从性,中风险
ec918b63-676b-4d38-a16d-fdece2a73e32,河道管理范围内建设项目防洪评价技术规程,7.2.2.1,"水下施工时,应尽量减少对河床、岸坡的扰动,水下穿越管段敷设后,应按照相关技术要求进行一定厚度的覆土,使埋(沉)管稳固,并进行定期监测。",措施遵从性,中风险
a4300177-b645-4d6d-8c8d-8ccb2b765a70,河道管理范围内建设项目防洪评价技术规程,7.2.3.1,"顶管施工应结合堤防土质条件,提出控制顶进速度和控制压力等施工参数及相应措施,防止堤身出现空洞、塌陷等异常情况;管道与土体接触面应进行充填灌浆和水泥浆置换,对管道接头进行防渗处理,并设置必要的监测设施。",措施遵从性,中风险
ac07dd1c-129c-4a0e-a53a-ae2d1255d2af,河道管理范围内建设项目防洪评价技术规程,7.2.3.2,"定向钻施工应根据不同地质条件采取措施,控制堤防和地面沉陷,防止发生管涌等危及堤防安全的情况。",措施遵从性,中风险
e7755191-16a7-4fab-901b-2b18ecf7a737,河道管理范围内建设项目防洪评价技术规程,7.2.3.3,"穿越段管道上部覆土层厚度,应根据建设项目类型、水文地质条件等确定。油气输送管道穿越段管顶最小埋深应在规划河底最大冲刷线下6m。给水排水管道穿越一般河道时,穿越段管顶最小埋深应在规划河底最大冲刷线下3m;穿越重要河道时,穿越段管顶最小埋深应在规划河底最大冲刷线下6m。其他情况穿越段管顶最小埋深应在规划河底最大冲刷线下3m。条件受限无法满足上述条件的,经充分论证后可适当降低要求。",计算正确性,中风险
8249ebef-0c6f-4244-b7ca-8307cab50e38,河道管理范围内建设项目防洪评价技术规程,7.3.1,"穿河隧道应避开局部深槽或不稳定岸段,宜采用正交方式穿河;对河道行洪、堤防安全等可能产生不利影响时,应采取可靠措施减轻或消除影响。",措施遵从性,中风险
2078a507-708a-4e3d-83c9-d928f0988342,河道管理范围内建设项目防洪评价技术规程,7.3.2,"通风口高程应采用校核洪水位加超高确定。穿河隧道应避免对驳岸、防洪堤、港口、码头等既有水工建筑物的不良影响。隧道洞口距河道岸坡距离不宜小于50m,并满足防洪、防淹的要求。隧道通风口高程应采用校核洪水位加超高确定。",计算正确性,中风险
4f68e7a7-c4c0-4c40-b08e-dc47077135d4,河道管理范围内建设项目防洪评价技术规程,7.3.3,"盾构隧道最小覆盖层厚度应满足大于最大冲刷深度要求。直径大于或等于10m隧道的覆盖层厚度在水域段不宜小于10m,直径小于10m隧道的覆盖层厚度不宜小于隧道外径。",计算正确性,中风险
f1be11aa-8792-4648-acb4-a9a12020ac41,河道管理范围内建设项目防洪评价技术规程,9.1.1,"对防洪安全影响较大的重要临时工程(围堰、施工便桥、道路等)应由建设单位编制施工方案和应急预案,所需投资列入工程概算。",措施遵从性,中风险
8d328701-1523-46c2-b10a-f6ceb1df2a3d,河道管理范围内建设项目防洪评价技术规程,9.1.2,"临时工程不应影响河道行洪和防洪的安全,应满足自身防洪安全要求;汛期严重影响防洪的临时工程,应采取措施消除或减轻影响。",禁止条款,高风险
a3cf2eab-ea6b-48ee-b87f-c43d3d66bee2,河道管理范围内建设项目防洪评价技术规程,9.1.3,"临时工程完工后,建设单位应及时拆除,并恢复河道原貌。",措施遵从性,中风险
e6326b66-632f-431c-a874-f21e70595453,河道管理范围内建设项目防洪评价技术规程,9.2.1,"围堰布置应满足堰体与岸坡或其他建筑物的连接要求;围堰背水侧坡脚与围护建筑物基础开挖边坡开口线的距离,应满足堰基和基础开挖边坡的稳定要求;同时还应满足水力条件及防冲要求。",措施遵从性,中风险
ce9392ac-827a-460e-a7d9-11179fa672cf,河道管理范围内建设项目防洪评价技术规程,9.2.2,"围堰工程设计洪水标准应根据建筑物的类型和标准进行选取。对围堰级别为3级且失事后果严重的工程,应提出发生超标洪水时的工程应急措施。围堰顶部高程应按照度汛洪水标准的静水位加波浪爬高与安全加高复核计算。",计算正确性,中风险
ab94e948-2d39-49e6-8803-661d5acf31c7,河道管理范围内建设项目防洪评价技术规程,9.2.3,"一、二级河道内修筑围堰以钢板桩围堰为主,不应设置土石围堰。三级及以下河道内修筑围堰时,还应满足相关规范、规程等要求。围堰结构和断面应满足堰身强度、稳定和防水要求。",禁止条款,高风险
90c89078-7263-4b3b-9ee2-17b02c13cf8e,河道管理范围内建设项目防洪评价技术规程,9.2.4,"围堰不应汛期施工,不应影响河道行洪安全。",禁止条款,高风险
f0a218c8-80cc-4c85-8dc9-c4ec8d03b90b,河道管理范围内建设项目防洪评价技术规程,9.2.5,"围堰拆除应制定专项方案,使用期满后,建设单位应依据专项方案进行拆除。",措施遵从性,中风险
3c29fbe6-243a-45cb-9a32-caa8c1793463,河道管理范围内建设项目防洪评价技术规程,9.3.1,"施工便桥的建设,不应缩窄河道断面,尽量减少对行洪的影响。",禁止条款,高风险
3fd61db7-380e-4f99-bb3b-8d1b7a56f0ab,河道管理范围内建设项目防洪评价技术规程,9.3.2,"桥梁施工不应全满堂支架施工,支架应对孔布置。跨汛期施工便桥,贝雷架等构架底高程应高于设计洪水位。",计算正确性,中风险
8a0b639a-729e-4988-aa5c-6bd3ccd4a0c2,河道管理范围内建设项目防洪评价技术规程,9.4.1,"临时道路应根据运输荷载、使用功能、环境条件进行设计和施工,不应破坏原有水系,降低原有河道引排能力。",禁止条款,高风险
fc6d2f71-cc02-4c3f-b4ca-d8ab6936d822,河道管理范围内建设项目防洪评价技术规程,9.4.2,"临时道路不应设置在堤防上,确需设置的,应对原堤防及穿堤建筑物荷载进行复核,并根据复核情况加固到位。",禁止条款,高风险
74fafae7-9e6f-4e7b-ace6-90aedeff5c56,河道管理范围内建设项目防洪评价技术规程,9.4.3,"在滩地布置临时道路的,不宜填高滩地。",措施遵从性,低风险
7dd66f00-a6a5-44d3-abcc-4bd26dc1fc26,河道管理范围内建设项目防洪评价技术规程,9.5,"临时工程不应擅自改变使用性质,其他类型临时建设项目应参照上述工程执行,符合本文件要求。",禁止条款,高风险
5b607be4-2095-49e4-8ec9-874416198c43,河道管理范围内建设项目防洪评价技术规程,10.1.1,"建设项目应根据影响程度明确消除或减轻影响的措施,对防洪安全产生较大影响的项目,应进行消除和减轻影响措施专项设计。",措施遵从性,中风险
81496a7c-9da5-44ef-aa33-fae23ecc0fe5,河道管理范围内建设项目防洪评价技术规程,10.1.2,消除和减轻影响措施专项设计应满足水利工程初步设计深度要求。,措施遵从性,中风险
08537c7f-c3cb-478a-abe7-a39ffee80901,河道管理范围内建设项目防洪评价技术规程,10.1.3,"临河建设项目不宜利用堤顶作交通道路,如条件所限确有需要,应符合堤顶道路的安全要求,按照利用荷载等级实施加固处理。",措施遵从性,低风险
c28388f0-a278-429a-b9df-f61ce97b8a7f,河道管理范围内建设项目防洪评价技术规程,10.2.1,行洪断面补偿不宜低于拟建工程占用河道断面面积。,计算正确性,低风险
de9c05c8-4b6d-4f60-a054-266344e62523,河道管理范围内建设项目防洪评价技术规程,10.4.2,"岸坡防护范围应根据建设项目影响范围和影响程度确定。护岸顶面应在设计洪水位以上0.5m,护岸下部应在设计低水位以下0.5m。挡土墙型式的护岸应满足相关规范要求的埋置深度。",计算正确性,中风险
35508b33-202f-4724-9382-a78ce4c14d6e,河道管理范围内建设项目防洪评价技术规程,10.4.3,"岸坡防护工程及堤防损坏的恢(修)复工程,应恢复原功能。",措施遵从性,中风险
5c6ea8ee-e42f-47f1-a3f2-63b644401e32,历史专家建议,1,补充管线占用河道及河道管理范围面积情况（长度按堤脚线外10米算起，宽度岸电力管线保护范围宽度）。,措施遵从性,高风险
ff30e4c2-090f-4086-9134-583768be3673,河道管理范围内建设项目防洪评价报告编制导则,3.0.1,建设项目基本情况应主要包括下列内容：1 建设项目及涉河工程建设方案总体布置、建设规模、结构型式，与河道堤防、闸、坝、涵等水利工程交叉或连接方式，占用河道管理范围空间、土地情况及与其他设施的相对关系等。2 影响分析范围内河道、堤防、水库、水闸等主要水利工程情况。3 建设项目设计防洪标准及相应的水位、流量等参数。4 施工方案应主要包括：施工总体布置、施工导流、施工期洪水标准、施工交通(包括栈桥)布置，施工工艺、方法，施工临时建筑物布置及拆除方案，施工期安排、取土和弃土方案、施工期度汛方案等。,内容完整性,高风险
f20b4af5-d5a1-4200-b5aa-0e996b4809e9,河道管理范围内建设项目防洪评价技术规程,10.4.5,"采用盾构、顶管方法穿越堤防,应对穿越段堤防采取防渗措施,确保不产生接触渗流;采用定向钻方法穿越堤防,应在出入土点设置截渗环,对影响段堤防沿管轴线进行灌浆;采用大开挖方法穿越堤防,应按照水利工程相关规范要求,严格控制回填质量,保证堤防安全。",措施遵从性,高风险
b67279ba-5c32-4eea-96d6-a8843d51ea8b,河道管理范围内建设项目防洪评价技术规程,10.2.2,"河道行洪断面补偿的位置和范围,应顺应河势,上下游长度不应小于所在河段宽度,开挖底高程宜与现状或规划河底高程一致,河道设计洪水主流线不应发生较大改变。",措施遵从性,高风险
9f000977-9b9e-4504-8f73-ede018ae0547,河道管理范围内建设项目防洪评价技术规程,7.2.2.2,"爬堤管道宜紧贴堤身布置,不应直接放置于土基上,应做基础支墩或枕墩;堤内管道应避免接头,确需接头的,应减少接头数量,接头处选用截流环止水,与堤身接合部做好防渗;爬堤管道如高于堤顶,应与上、下游堤段平顺连接。",措施遵从性,高风险
